Item Name,Brand,Color,Location Found,Date Found,Lost Date,Item Category,Reported Lost Duration,Owner Information,Finder Information,Item Value,Condition When Found,Security Camera Coverage,Location Traffic,Weather Conditions,Event Occurrence,Found
Headphones,-,LightSlateGray,Student Union,18-09-2024,12-09-2024,Sporting Goods,17-09-2024,First Time Reporter,Security,Medium,Excellent,Not Covered,High Traffic,Sunny,Normal Day,Yes
Scarf,"Ayers, Wright and Ramirez",Thistle,Bus Stop,04-07-2023,26-06-2023,Clothing,30-06-2023,First Time Reporter,None,Low,Excellent,Not Covered,High Traffic,Sunny,Normal Day,No
Wallet,-,NavajoWhite,Cafeteria,04-01-2024,07-12-2023,Clothing,21-12-2023,First Time Reporter,Security,Low,Excellent,Not Covered,Moderate Traffic,Snowy,Normal Day,Yes
Keys,Zimmerman and Sons,LightSkyBlue,Bus Stop,11-08-2024,25-07-2024,Personal Accessories,29-07-2024,Repeat Reporter,Security,Medium,Excellent,Covered,High Traffic,Rainy,During Event,No
Sunglasses,"Deleon, Thornton and Bonilla",SpringGreen,Cafeteria,26-02-2024,31-01-2024,Books,11-02-2024,Repeat Reporter,None,High,Damaged,Not Covered,High Traffic,Cloudy,Normal Day,Yes
Gloves,Hernandez-Ford,LightYellow,Library Study Room,23-01-2023,26-12-2022,Clothing,02-01-2023,Repeat Reporter,Housekeeping,Low,Excellent,Not Covered,High Traffic,Snowy,Normal Day,Yes
Earbuds,-,Coral,Student Union,30-05-2023,21-05-2023,Sporting Goods,29-05-2023,First Time Reporter,Information Desk,Medium,Excellent,Not Covered,Low Traffic,Sunny,Normal Day,No
Hat,"Galloway, Mcgrath and Miller",LightBlue,Outdoor Patio,16-03-2024,15-03-2024,Personal Accessories,15-03-2024,Repeat Reporter,None,Low,Damaged,Covered,Low Traffic,Snowy,During Event,Yes
Hat,-,Aquamarine,Computer Lab,09-03-2023,01-03-2023,Sporting Goods,09-03-2023,Repeat Reporter,Security,Medium,Excellent,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Notebook,"Williams, Chavez and Meyers",DarkMagenta,Library,26-06-2023,30-05-2023,Clothing,09-06-2023,First Time Reporter,Housekeeping,Low,Damaged,Not Covered,Moderate Traffic,Cloudy,During Event,Yes
Watch,Douglas-Davis,DodgerBlue,Gym,11-08-2023,03-08-2023,Sporting Goods,08-08-2023,Repeat Reporter,Housekeeping,Low,Good,Covered,Low Traffic,Cloudy,Normal Day,Yes
Laptop,"Nelson, Vaughn and Cooper",Orange,Quad,05-05-2023,01-05-2023,Electronics,02-05-2023,Repeat Reporter,Housekeeping,High,Good,Not Covered,Moderate Traffic,Snowy,Normal Day,No
Cell Phone,"Wheeler, Watson and Roberts",SkyBlue,Cafeteria,31-08-2024,15-08-2024,Books,26-08-2024,First Time Reporter,Housekeeping,High,Damaged,Not Covered,High Traffic,Cloudy,During Event,No
Sunglasses,-,LightSteelBlue,Baseball Field,09-12-2024,21-11-2024,Personal Accessories,08-12-2024,First Time Reporter,None,High,Excellent,Covered,Moderate Traffic,Snowy,During Event,No
Headphones,-,PowderBlue,Football Stadium,25-02-2023,03-02-2023,Clothing,04-02-2023,Repeat Reporter,Security,Medium,Excellent,Covered,Moderate Traffic,Sunny,Normal Day,Yes
Keys,-,White,Shopping Mall,23-08-2023,19-08-2023,Personal Accessories,19-08-2023,Repeat Reporter,None,High,Excellent,Covered,Low Traffic,Cloudy,Normal Day,No
Book,Wright-Gardner,Red,Rooftop Bar,13-06-2024,01-06-2024,Books,10-06-2024,Repeat Reporter,Security,Medium,Excellent,Not Covered,High Traffic,Snowy,Normal Day,No
Sunglasses,-,DarkKhaki,Library Stacks,18-12-2024,25-11-2024,Books,09-12-2024,Repeat Reporter,Housekeeping,High,Damaged,Not Covered,Moderate Traffic,Cloudy,During Event,Yes
Necklace,-,Tomato,Bus Ride,16-06-2024,27-05-2024,Electronics,07-06-2024,First Time Reporter,Housekeeping,Medium,Excellent,Covered,High Traffic,Sunny,During Event,Yes
ID Card,Ellis Group,DarkMagenta,Coffee Shop,16-08-2023,29-07-2023,Personal Accessories,02-08-2023,Repeat Reporter,Housekeeping,High,Good,Not Covered,Low Traffic,Snowy,During Event,No
Tablet,-,White,Park,24-05-2023,20-05-2023,Books,24-05-2023,First Time Reporter,Security,High,Good,Covered,High Traffic,Snowy,During Event,Yes
Tablet,"Pierce, Cobb and Lopez",BurlyWood,Classroom 303,28-02-2024,05-02-2024,Books,05-02-2024,First Time Reporter,Information Desk,High,Good,Not Covered,Low Traffic,Cloudy,During Event,No
Charger,-,Gold,Student Lounge,04-04-2024,30-03-2024,Electronics,02-04-2024,Repeat Reporter,Housekeeping,High,Damaged,Covered,High Traffic,Sunny,During Event,Yes
Charger,-,Maroon,Dormitory Lounge,19-11-2023,08-11-2023,Personal Accessories,12-11-2023,First Time Reporter,Information Desk,High,Excellent,Covered,Low Traffic,Rainy,During Event,No
Necklace,-,LightGreen,Soccer Field,08-04-2023,25-03-2023,Sporting Goods,28-03-2023,First Time Reporter,Information Desk,Medium,Good,Covered,High Traffic,Sunny,Normal Day,Yes
Book,-,DarkOrange,Science Building,06-04-2023,25-03-2023,Personal Accessories,26-03-2023,Repeat Reporter,Housekeeping,Low,Excellent,Not Covered,Moderate Traffic,Snowy,Normal Day,Yes
Earbuds,"Stevens, Vargas and Smith",GoldenRod,Hiking Trail,24-05-2023,04-05-2023,Books,12-05-2023,First Time Reporter,None,Medium,Good,Not Covered,High Traffic,Rainy,During Event,Yes
Backpack,-,Navy,Student Center,14-02-2024,30-01-2024,Clothing,10-02-2024,Repeat Reporter,Housekeeping,Medium,Good,Covered,Low Traffic,Sunny,Normal Day,No
Cell Phone,"Hickman, Brown and Smith",BlanchedAlmond,Outdoor Concert Venue,10-08-2023,12-07-2023,Personal Accessories,06-08-2023,Repeat Reporter,Housekeeping,High,Excellent,Covered,Low Traffic,Rainy,During Event,Yes
Wallet,"Baker, James and Beck",LightSalmon,Library,18-12-2023,10-12-2023,Personal Accessories,12-12-2023,Repeat Reporter,Information Desk,High,Damaged,Not Covered,Low Traffic,Rainy,During Event,Yes
Earbuds,"Spears, Carpenter and Campbell",SlateGray,Classroom 201,27-12-2024,14-12-2024,Personal Accessories,21-12-2024,Repeat Reporter,Information Desk,Low,Damaged,Not Covered,Low Traffic,Rainy,During Event,Yes
Tablet,"Martin, Williams and Sheppard",DarkOliveGreen,Library Study Room,31-10-2023,02-10-2023,Clothing,14-10-2023,First Time Reporter,None,High,Good,Not Covered,Moderate Traffic,Sunny,During Event,No
Cell Phone,Petersen-Martin,Gold,Bus Stop,26-06-2024,08-06-2024,Electronics,14-06-2024,First Time Reporter,None,High,Excellent,Not Covered,High Traffic,Sunny,During Event,Yes
Jacket,"Adkins, Gutierrez and Solis",DarkSlateBlue,Beach,24-05-2023,19-05-2023,Sporting Goods,23-05-2023,Repeat Reporter,Security,Low,Damaged,Not Covered,Low Traffic,Rainy,During Event,No
Tablet,-,Maroon,Study Lounge,30-04-2024,26-04-2024,Clothing,30-04-2024,First Time Reporter,Information Desk,Low,Excellent,Not Covered,Moderate Traffic,Sunny,During Event,Yes
Tablet,Stone-Montgomery,DarkGreen,Coffee Shop,28-05-2024,14-05-2024,Sporting Goods,22-05-2024,Repeat Reporter,Information Desk,Medium,Good,Not Covered,High Traffic,Snowy,Normal Day,Yes
Watch,-,PowderBlue,Library Entrance,19-12-2023,06-12-2023,Sporting Goods,12-12-2023,First Time Reporter,Information Desk,Low,Excellent,Covered,Moderate Traffic,Sunny,During Event,Yes
Charger,-,MediumTurquoise,Bookstore,26-04-2024,22-04-2024,Sporting Goods,25-04-2024,Repeat Reporter,Housekeeping,Low,Excellent,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Laptop,Johnston Ltd,FloralWhite,Gym,12-05-2024,01-05-2024,Personal Accessories,10-05-2024,First Time Reporter,Information Desk,Medium,Excellent,Covered,High Traffic,Snowy,During Event,No
Coffee Mug,Yu-Lester,Aqua,Lecture Hall 104,16-02-2023,14-02-2023,Electronics,14-02-2023,First Time Reporter,Security,High,Good,Not Covered,Low Traffic,Snowy,During Event,Yes
Water Bottle,"Griffin, Gregory and Burke",SpringGreen,Student Lounge,10-04-2024,21-03-2024,Electronics,29-03-2024,Repeat Reporter,Housekeeping,High,Excellent,Covered,Low Traffic,Sunny,During Event,Yes
Wallet,"Lee, Wilson and Bowers",Yellow,Trailhead,08-04-2023,15-03-2023,Personal Accessories,19-03-2023,Repeat Reporter,Security,High,Damaged,Not Covered,High Traffic,Snowy,Normal Day,No
Gloves,-,GreenYellow,Shopping Mall,18-08-2023,31-07-2023,Books,13-08-2023,Repeat Reporter,Security,Medium,Damaged,Covered,Low Traffic,Sunny,During Event,Yes
Scarf,Adkins-Carter,MidnightBlue,Outdoor Concert Venue,11-07-2024,21-06-2024,Books,08-07-2024,First Time Reporter,None,Medium,Damaged,Not Covered,High Traffic,Cloudy,Normal Day,Yes
Tumbler,-,Sienna,Library,02-08-2024,11-07-2024,Electronics,01-08-2024,Repeat Reporter,None,High,Good,Covered,Low Traffic,Sunny,Normal Day,No
Headphones,Moore-Dudley,Wheat,Classroom 201,21-02-2023,05-02-2023,Personal Accessories,06-02-2023,First Time Reporter,Housekeeping,High,Good,Covered,High Traffic,Snowy,Normal Day,Yes
Backpack,"Sharp, Dixon and Knight",BlueViolet,Library Study Room,21-04-2024,16-04-2024,Books,18-04-2024,Repeat Reporter,Information Desk,High,Good,Covered,Moderate Traffic,Snowy,During Event,Yes
Gloves,-,Silver,Bus Stop,17-05-2023,20-04-2023,Sporting Goods,21-04-2023,Repeat Reporter,Security,Low,Excellent,Not Covered,High Traffic,Snowy,Normal Day,No
Cell Phone,-,Tan,Beach,21-05-2024,27-04-2024,Personal Accessories,21-05-2024,Repeat Reporter,None,High,Damaged,Not Covered,Low Traffic,Sunny,During Event,Yes
Notebook,Hartman Inc,Moccasin,Study Lounge,26-02-2024,28-01-2024,Electronics,05-02-2024,Repeat Reporter,None,Low,Good,Covered,Moderate Traffic,Snowy,Normal Day,Yes
Water Bottle,-,MidnightBlue,Coffee Shop,13-02-2023,23-01-2023,Books,13-02-2023,Repeat Reporter,None,Low,Good,Not Covered,Low Traffic,Snowy,Normal Day,Yes
Phone Charger,-,Yellow,Library Entrance,02-11-2024,08-10-2024,Personal Accessories,08-10-2024,First Time Reporter,Information Desk,High,Damaged,Not Covered,Moderate Traffic,Snowy,Normal Day,No
Hat,-,SaddleBrown,Bookstore,22-02-2023,27-01-2023,Personal Accessories,21-02-2023,Repeat Reporter,Housekeeping,High,Damaged,Covered,Low Traffic,Rainy,Normal Day,Yes
Phone Charger,Hill Ltd,SkyBlue,Gym,28-09-2023,09-09-2023,Clothing,14-09-2023,First Time Reporter,Security,Low,Good,Not Covered,Low Traffic,Sunny,During Event,Yes
Water Bottle,Weber-James,HotPink,Lecture Hall 104,31-08-2024,03-08-2024,Electronics,31-08-2024,Repeat Reporter,Housekeeping,Medium,Damaged,Covered,High Traffic,Snowy,During Event,No
Gloves,-,Chartreuse,Student Lounge,08-05-2023,10-04-2023,Electronics,21-04-2023,Repeat Reporter,Information Desk,Low,Excellent,Not Covered,High Traffic,Sunny,During Event,No
Necklace,Miller-Hughes,HoneyDew,Trailhead,24-03-2023,28-02-2023,Books,15-03-2023,First Time Reporter,Security,High,Good,Covered,Moderate Traffic,Rainy,During Event,Yes
Sunglasses,-,MediumSeaGreen,Shopping Mall,18-10-2023,03-10-2023,Sporting Goods,12-10-2023,Repeat Reporter,Information Desk,High,Excellent,Not Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Sunglasses,-,LightCyan,Library,10-08-2023,06-08-2023,Books,08-08-2023,Repeat Reporter,None,High,Excellent,Not Covered,High Traffic,Snowy,During Event,Yes
Wallet,Lutz-Rhodes,DarkSlateBlue,Cafeteria,23-09-2023,14-09-2023,Electronics,14-09-2023,Repeat Reporter,None,Medium,Excellent,Not Covered,High Traffic,Snowy,During Event,No
Scarf,-,LawnGreen,Lecture Hall 102,02-11-2024,25-10-2024,Electronics,28-10-2024,First Time Reporter,Information Desk,High,Excellent,Not Covered,Low Traffic,Rainy,Normal Day,Yes
Jacket,-,DarkGoldenRod,Student Center,25-11-2023,27-10-2023,Books,11-11-2023,First Time Reporter,Housekeeping,High,Good,Covered,Low Traffic,Rainy,Normal Day,Yes
Phone Charger,Hunt LLC,FloralWhite,Gym Locker Room,06-05-2024,24-04-2024,Clothing,26-04-2024,Repeat Reporter,None,Medium,Good,Not Covered,High Traffic,Cloudy,Normal Day,No
Hat,Bennett-Dodson,Violet,Bus Stop,05-06-2024,30-05-2024,Clothing,05-06-2024,Repeat Reporter,Information Desk,Medium,Good,Not Covered,Low Traffic,Cloudy,During Event,No
Necklace,"Marquez, Campbell and Jordan",Linen,Classroom 204,09-12-2024,16-11-2024,Books,09-12-2024,First Time Reporter,Housekeeping,High,Damaged,Covered,Moderate Traffic,Sunny,During Event,Yes
Necklace,-,GoldenRod,Science Building,08-10-2023,22-09-2023,Personal Accessories,01-10-2023,First Time Reporter,Housekeeping,High,Excellent,Covered,Low Traffic,Sunny,During Event,No
Earbuds,Flores-Garza,Lime,Quad,08-05-2023,09-04-2023,Clothing,29-04-2023,Repeat Reporter,Security,High,Good,Covered,High Traffic,Rainy,During Event,Yes
Scarf,-,SlateGray,Dormitory Lounge,17-01-2023,20-12-2022,Clothing,30-12-2022,Repeat Reporter,None,High,Good,Covered,Moderate Traffic,Snowy,Normal Day,No
Cell Phone,-,LimeGreen,Outdoor Amphitheater,05-09-2023,23-08-2023,Personal Accessories,30-08-2023,Repeat Reporter,Housekeeping,Medium,Damaged,Not Covered,Moderate Traffic,Sunny,During Event,Yes
Keys,-,DarkOliveGreen,Library Study Room,30-06-2024,14-06-2024,Personal Accessories,23-06-2024,Repeat Reporter,Housekeeping,Medium,Good,Covered,High Traffic,Cloudy,Normal Day,Yes
Earbuds,-,Aquamarine,Coffee Shop,06-09-2024,09-08-2024,Sporting Goods,28-08-2024,Repeat Reporter,Housekeeping,High,Excellent,Not Covered,Moderate Traffic,Sunny,Normal Day,No
Watch,Whitney Group,Beige,Basketball Court,25-07-2024,04-07-2024,Clothing,10-07-2024,First Time Reporter,Housekeeping,Medium,Good,Not Covered,Low Traffic,Cloudy,Normal Day,Yes
Laptop,"Chapman, Deleon and Miller",ForestGreen,Park,30-06-2024,14-06-2024,Sporting Goods,17-06-2024,Repeat Reporter,Information Desk,Medium,Damaged,Covered,Low Traffic,Snowy,During Event,Yes
ID Card,-,DimGray,Stadium Bleachers,12-05-2023,02-05-2023,Clothing,12-05-2023,Repeat Reporter,Information Desk,Medium,Damaged,Covered,High Traffic,Rainy,During Event,No
Backpack,Hicks-Jenkins,DarkSlateGray,Common Area,13-10-2024,22-09-2024,Sporting Goods,12-10-2024,First Time Reporter,Housekeeping,Low,Excellent,Not Covered,High Traffic,Sunny,Normal Day,No
Coffee Mug,"Neal, Baker and Cook",Salmon,Fitness Center,16-08-2024,24-07-2024,Books,06-08-2024,First Time Reporter,None,Medium,Damaged,Not Covered,Low Traffic,Snowy,Normal Day,Yes
Phone Charger,-,LightGoldenRodYellow,Cafeteria,14-02-2023,06-02-2023,Personal Accessories,14-02-2023,Repeat Reporter,Information Desk,High,Damaged,Covered,Moderate Traffic,Rainy,Normal Day,Yes
Headphones,"Burns, Ramirez and Dillon",Red,Skate Park,03-03-2023,11-02-2023,Electronics,01-03-2023,First Time Reporter,Information Desk,High,Good,Not Covered,High Traffic,Snowy,Normal Day,Yes
Cell Phone,-,Lavender,Library Stacks,28-11-2024,03-11-2024,Clothing,09-11-2024,Repeat Reporter,Information Desk,Medium,Good,Not Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Hat,-,LightCyan,Art Studio,03-04-2023,18-03-2023,Personal Accessories,25-03-2023,Repeat Reporter,None,Medium,Excellent,Not Covered,Low Traffic,Rainy,Normal Day,Yes
Notebook,Greene-Wallace,LightCyan,Student Lounge,23-08-2023,28-07-2023,Sporting Goods,13-08-2023,Repeat Reporter,Security,High,Damaged,Not Covered,Moderate Traffic,Snowy,During Event,Yes
Keys,Lynch-Peterson,DarkGoldenRod,Auditorium,27-01-2024,09-01-2024,Clothing,13-01-2024,First Time Reporter,Information Desk,High,Excellent,Covered,High Traffic,Cloudy,Normal Day,No
Phone Charger,-,AntiqueWhite,Bus Station,07-05-2024,16-04-2024,Books,30-04-2024,Repeat Reporter,Housekeeping,Medium,Good,Not Covered,Low Traffic,Sunny,During Event,Yes
Tumbler,Hood and Sons,DeepPink,Soccer Field,17-08-2023,06-08-2023,Books,17-08-2023,First Time Reporter,Housekeeping,High,Damaged,Covered,Low Traffic,Snowy,During Event,Yes
Scarf,-,Yellow,Chemistry Lab,03-09-2024,15-08-2024,Sporting Goods,18-08-2024,First Time Reporter,Housekeeping,Medium,Damaged,Covered,Low Traffic,Sunny,During Event,Yes
Notebook,-,DarkOrange,Outdoor Concert Venue,26-10-2023,03-10-2023,Clothing,25-10-2023,First Time Reporter,Information Desk,High,Damaged,Not Covered,High Traffic,Cloudy,During Event,No
Necklace,Morgan PLC,LightCoral,Study Lounge,17-09-2024,23-08-2024,Electronics,31-08-2024,Repeat Reporter,Security,Medium,Good,Not Covered,Low Traffic,Cloudy,Normal Day,Yes
Backpack,"Mccoy, Mason and Rodriguez",Cornsilk,Beach,22-07-2024,29-06-2024,Clothing,19-07-2024,First Time Reporter,None,Low,Damaged,Not Covered,High Traffic,Rainy,During Event,Yes
Necklace,"Parker, Watson and Harris",GoldenRod,Dormitory Hallway,16-06-2024,31-05-2024,Books,13-06-2024,Repeat Reporter,Information Desk,Low,Damaged,Not Covered,High Traffic,Rainy,Normal Day,Yes
Headphones,-,LightGreen,Lecture Hall Lobby,08-08-2023,22-07-2023,Clothing,02-08-2023,First Time Reporter,Security,Medium,Damaged,Covered,Moderate Traffic,Snowy,Normal Day,Yes
Backpack,Bennett Inc,OldLace,Bookstore,21-05-2023,02-05-2023,Electronics,10-05-2023,Repeat Reporter,Security,Medium,Excellent,Not Covered,Low Traffic,Cloudy,During Event,Yes
Scarf,Ross PLC,Cyan,Music Studio,10-06-2024,13-05-2024,Electronics,17-05-2024,Repeat Reporter,Security,High,Excellent,Covered,High Traffic,Snowy,Normal Day,No
Umbrella,"Stevens, Hall and Gonzalez",Gray,Computer Lab,10-11-2023,29-10-2023,Clothing,06-11-2023,Repeat Reporter,Housekeeping,Medium,Excellent,Not Covered,Moderate Traffic,Rainy,During Event,No
Keys,-,SeaGreen,Botanical Garden,20-07-2023,20-06-2023,Books,07-07-2023,First Time Reporter,Information Desk,High,Damaged,Covered,Low Traffic,Sunny,Normal Day,Yes
Watch,Newton LLC,Pink,Theme Park Entrance,29-06-2023,13-06-2023,Clothing,29-06-2023,First Time Reporter,None,Low,Excellent,Not Covered,Low Traffic,Cloudy,Normal Day,Yes
Charger,-,DarkSlateBlue,Shopping Mall,15-02-2024,02-02-2024,Personal Accessories,02-02-2024,First Time Reporter,None,Low,Excellent,Not Covered,Low Traffic,Snowy,During Event,No
Gloves,"Palmer, Garza and Hart",Chartreuse,Rooftop Bar,01-03-2023,09-02-2023,Clothing,22-02-2023,First Time Reporter,Security,High,Excellent,Not Covered,Low Traffic,Snowy,Normal Day,No
Coffee Mug,-,Brown,Gym,23-08-2024,14-08-2024,Electronics,20-08-2024,First Time Reporter,None,Medium,Excellent,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Wallet,-,RoyalBlue,Ice Skating Rink,24-12-2023,04-12-2023,Personal Accessories,22-12-2023,First Time Reporter,Security,Low,Damaged,Covered,Low Traffic,Snowy,During Event,Yes
Laptop,Evans Inc,LawnGreen,Student Center,01-01-2023,06-12-2022,Books,31-12-2022,First Time Reporter,Security,Low,Excellent,Covered,Moderate Traffic,Snowy,During Event,Yes
Scarf,Wyatt-Dunlap,LightSalmon,Coffee Shop Patio,21-08-2023,17-08-2023,Books,18-08-2023,First Time Reporter,Information Desk,High,Damaged,Covered,High Traffic,Cloudy,Normal Day,Yes
Watch,-,MediumTurquoise,Rooftop Pool,28-06-2023,16-06-2023,Clothing,16-06-2023,Repeat Reporter,Housekeeping,Medium,Damaged,Not Covered,High Traffic,Sunny,During Event,No
Phone Charger,-,DarkGray,Campus Trail,27-06-2024,29-05-2024,Clothing,09-06-2024,First Time Reporter,Security,Low,Good,Not Covered,Low Traffic,Cloudy,Normal Day,No
Watch,-,Ivory,Stadium Stands,28-06-2024,22-06-2024,Sporting Goods,28-06-2024,First Time Reporter,None,Medium,Damaged,Not Covered,High Traffic,Rainy,During Event,No
Cell Phone,Campbell LLC,Sienna,Study Lounge,10-01-2024,26-12-2023,Electronics,10-01-2024,First Time Reporter,Information Desk,Medium,Excellent,Covered,High Traffic,Sunny,During Event,Yes
Tumbler,Moore LLC,LightBlue,Library,08-01-2024,24-12-2023,Personal Accessories,05-01-2024,Repeat Reporter,Information Desk,Low,Damaged,Not Covered,Moderate Traffic,Snowy,Normal Day,Yes
Keys,Haas-Cooper,DarkOrchid,Park,02-04-2024,27-03-2024,Electronics,31-03-2024,First Time Reporter,Information Desk,High,Damaged,Not Covered,Moderate Traffic,Sunny,Normal Day,No
Watch,Jones Inc,Lavender,Student Union,08-06-2024,07-06-2024,Sporting Goods,07-06-2024,First Time Reporter,None,Medium,Damaged,Covered,Low Traffic,Rainy,Normal Day,No
Wallet,-,MediumPurple,Bus Stop,14-04-2023,19-03-2023,Electronics,03-04-2023,First Time Reporter,Information Desk,Medium,Damaged,Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Keys,-,CornflowerBlue,Cafeteria,26-09-2023,21-09-2023,Personal Accessories,26-09-2023,First Time Reporter,Housekeeping,Low,Good,Not Covered,Low Traffic,Snowy,During Event,No
Tablet,Hood PLC,DarkMagenta,Bus Stop,16-02-2023,12-02-2023,Clothing,14-02-2023,First Time Reporter,Security,Low,Damaged,Covered,Low Traffic,Rainy,Normal Day,No
Tablet,-,White,Cafeteria,10-03-2024,27-02-2024,Sporting Goods,28-02-2024,First Time Reporter,Housekeeping,Low,Excellent,Covered,High Traffic,Rainy,During Event,Yes
Keys,-,LimeGreen,Library Study Room,11-07-2023,17-06-2023,Electronics,02-07-2023,Repeat Reporter,Housekeeping,High,Damaged,Covered,High Traffic,Sunny,During Event,Yes
Notebook,-,DarkOrange,Student Union,10-01-2023,08-01-2023,Personal Accessories,09-01-2023,Repeat Reporter,Information Desk,Medium,Good,Covered,Low Traffic,Snowy,Normal Day,Yes
Scarf,-,DeepPink,Outdoor Patio,20-02-2024,03-02-2024,Clothing,11-02-2024,Repeat Reporter,Security,Low,Damaged,Covered,Moderate Traffic,Rainy,Normal Day,Yes
Gloves,-,DeepPink,Computer Lab,22-03-2024,21-03-2024,Clothing,21-03-2024,First Time Reporter,Information Desk,High,Damaged,Covered,Low Traffic,Sunny,During Event,Yes
Earbuds,Bowen Inc,DimGray,Library,30-09-2023,14-09-2023,Sporting Goods,22-09-2023,Repeat Reporter,Security,Low,Damaged,Covered,High Traffic,Snowy,During Event,No
Water Bottle,Hill-Daniel,Silver,Gym,07-04-2024,22-03-2024,Electronics,25-03-2024,Repeat Reporter,None,High,Damaged,Covered,High Traffic,Sunny,During Event,Yes
Book,-,DarkOrchid,Quad,24-06-2023,07-06-2023,Clothing,15-06-2023,Repeat Reporter,Information Desk,Medium,Excellent,Covered,Low Traffic,Snowy,During Event,Yes
Coffee Mug,-,Beige,Cafeteria,09-12-2024,23-11-2024,Books,01-12-2024,First Time Reporter,None,High,Excellent,Covered,Moderate Traffic,Snowy,During Event,Yes
Wallet,-,Navy,Baseball Field,25-04-2024,17-04-2024,Personal Accessories,23-04-2024,Repeat Reporter,Housekeeping,High,Excellent,Covered,Low Traffic,Rainy,Normal Day,Yes
Headphones,Garrison-Ball,DarkViolet,Football Stadium,28-07-2023,09-07-2023,Clothing,26-07-2023,Repeat Reporter,None,Low,Excellent,Covered,Low Traffic,Rainy,During Event,No
Tablet,-,Maroon,Shopping Mall,03-04-2024,21-03-2024,Personal Accessories,26-03-2024,Repeat Reporter,Information Desk,Low,Excellent,Covered,Moderate Traffic,Snowy,During Event,Yes
Earbuds,-,SkyBlue,Rooftop Bar,20-09-2023,12-09-2023,Electronics,14-09-2023,Repeat Reporter,Information Desk,High,Excellent,Not Covered,High Traffic,Rainy,During Event,Yes
Earbuds,-,OldLace,Library Stacks,12-04-2023,15-03-2023,Electronics,18-03-2023,First Time Reporter,Housekeeping,Low,Damaged,Covered,Low Traffic,Cloudy,During Event,No
Wallet,Weaver PLC,SkyBlue,Bus Ride,29-07-2024,07-07-2024,Sporting Goods,25-07-2024,Repeat Reporter,Information Desk,Low,Good,Not Covered,High Traffic,Cloudy,Normal Day,Yes
Keys,"Kennedy, Rogers and Monroe",Moccasin,Coffee Shop,21-02-2023,19-02-2023,Personal Accessories,19-02-2023,Repeat Reporter,Housekeeping,Medium,Excellent,Not Covered,Moderate Traffic,Snowy,During Event,Yes
ID Card,-,MidnightBlue,Park,25-07-2024,06-07-2024,Sporting Goods,13-07-2024,Repeat Reporter,None,High,Damaged,Covered,Low Traffic,Snowy,Normal Day,Yes
Phone Charger,"Mckenzie, Macdonald and Johnson",SaddleBrown,Classroom 303,20-06-2023,15-06-2023,Books,15-06-2023,Repeat Reporter,None,Low,Damaged,Not Covered,Moderate Traffic,Rainy,During Event,Yes
Watch,Fisher Inc,DarkGreen,Student Lounge,19-08-2024,02-08-2024,Clothing,05-08-2024,First Time Reporter,Security,Medium,Good,Not Covered,High Traffic,Rainy,During Event,Yes
Gloves,Hudson-Lopez,MediumAquaMarine,Dormitory Lounge,31-01-2023,08-01-2023,Books,19-01-2023,First Time Reporter,None,Medium,Excellent,Covered,High Traffic,Sunny,Normal Day,Yes
Charger,-,DarkSalmon,Soccer Field,21-01-2024,18-01-2024,Books,21-01-2024,Repeat Reporter,Security,Medium,Damaged,Covered,Low Traffic,Cloudy,During Event,Yes
Gloves,"Bonilla, Sanchez and Garcia",MintCream,Science Building,30-11-2024,13-11-2024,Clothing,21-11-2024,Repeat Reporter,Housekeeping,Medium,Excellent,Covered,Low Traffic,Cloudy,Normal Day,No
Laptop,-,Fuchsia,Hiking Trail,19-09-2024,20-08-2024,Electronics,17-09-2024,Repeat Reporter,Information Desk,Medium,Excellent,Covered,Moderate Traffic,Rainy,Normal Day,Yes
Charger,-,HoneyDew,Student Center,21-06-2023,25-05-2023,Electronics,01-06-2023,Repeat Reporter,None,High,Damaged,Covered,Low Traffic,Snowy,Normal Day,Yes
Umbrella,-,DeepSkyBlue,Outdoor Concert Venue,17-03-2023,27-02-2023,Books,13-03-2023,First Time Reporter,None,High,Damaged,Covered,Low Traffic,Cloudy,During Event,Yes
Notebook,-,Aqua,Library,22-10-2024,16-10-2024,Sporting Goods,19-10-2024,First Time Reporter,Housekeeping,Medium,Excellent,Not Covered,High Traffic,Cloudy,Normal Day,Yes
Keys,-,DarkSeaGreen,Classroom 201,21-02-2023,13-02-2023,Electronics,18-02-2023,Repeat Reporter,Information Desk,Medium,Excellent,Covered,Moderate Traffic,Sunny,During Event,Yes
Cell Phone,-,Teal,Library Study Room,05-11-2023,03-11-2023,Personal Accessories,03-11-2023,Repeat Reporter,None,Medium,Damaged,Covered,High Traffic,Cloudy,During Event,Yes
Water Bottle,Miller LLC,Purple,Bus Stop,15-02-2023,28-01-2023,Electronics,07-02-2023,Repeat Reporter,Housekeeping,High,Good,Covered,High Traffic,Snowy,Normal Day,No
Earbuds,Young-Sweeney,CornflowerBlue,Beach,15-01-2023,26-12-2022,Personal Accessories,01-01-2023,First Time Reporter,None,Medium,Damaged,Not Covered,High Traffic,Snowy,Normal Day,Yes
